imgName,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49
633,-403.0203192,-342.2130682,96.67968147,1996.33192,-218.88337,-271.8539107,363.5251435,-307.3894626,-494.0630535,1143.991236,155.4047017,-693.2317832,-123.0264781,587.5155333,96.09822588,-531.0134747,-162.3640836,-1358.126108,1140.29755,1988.157541,1759.67519,-933.9798209,64.66006125,-645.9671129,-1319.538618,-338.4471663,164.2956486,1316.223883,-870.8461575,1118.687918,392.6251334,-1504.638619,241.8165348,-405.119005,216.9499546,737.0885211,-659.592528,231.9973034,-79.90108089,-594.0547071,-483.322819,652.2259147,114.1670884,-244.573662,-208.329727,408.8382713,64.93590217,900.2919212,-577.3224528,-815.7782536
626,-1510.509536,-742.3420444,-3391.478579,-1167.069308,4833.048832,-1371.62765,1379.271552,-786.0795031,268.4316015,96.42210013,-977.8017657,131.7405732,536.9289018,980.7190733,-1424.489104,566.6232414,-616.4912727,-530.247424,-399.221027,407.0195701,-724.1844133,-91.74933478,368.1108355,-1084.788429,1571.308785,-540.5508223,-691.212195,828.8348943,-453.2792079,392.7222764,85.96307902,562.5274409,1214.770457,-219.6482775,128.9714494,-319.075786,-305.6171253,21.39392057,228.2743483,-377.3375083,328.5326795,770.8795397,633.0089945,312.6782358,-660.9545756,-466.2824646,-98.22856855,36.16469461,-636.892596,-497.988544
636,1897.339389,-61.82356889,-841.1351353,-1355.517218,-235.8137279,-3531.88078,-1744.459599,1541.882877,-1128.142005,3501.681231,1480.955607,361.736676,-901.278781,598.1143952,2004.429946,-269.5443672,38.92782379,300.1819624,-1329.452958,-1192.798281,-1557.679165,-607.9934674,1307.165364,-831.3004941,775.7752966,115.9421849,1405.588648,190.8635097,584.4540252,-239.7872376,-564.1639256,325.7407775,-292.7668669,-216.5908219,-521.6467184,123.8012329,-783.6250078,-408.7487394,1041.986852,-1287.866706,-84.35989424,233.3671114,-187.3466965,-1133.609404,-6.312566477,-813.0039346,144.2484271,21.34271839,-926.1719288,-517.0605923
638,1288.269137,242.2198782,-895.4581792,3396.536165,-155.1400764,568.6602203,1008.404292,-1297.764596,-922.2293396,1069.491604,-176.7377994,34.21210024,76.40739646,99.44893101,167.7286975,597.5133889,2793.686723,-1254.192005,-251.2740881,-733.7910093,1022.213723,-322.9139049,-597.2466841,-798.0370336,86.01259585,-627.2277362,343.007093,-702.7527601,379.8808374,200.2113746,-207.3205891,-170.7186981,710.8930832,-143.2589123,233.5185697,338.9130267,-899.4311434,1065.162206,161.3272115,309.0010813,-345.3966674,-386.7211288,-864.893985,-434.4908119,-1101.134268,-770.342998,127.7745317,175.9912341,61.39853027,-960.4570639
639,-1304.20423,2428.754801,412.7610896,560.4855877,-482.4559662,-841.9388305,-1220.564454,283.364997,2233.123432,1799.778349,2297.742983,1126.731331,-1597.267751,1407.209027,856.2686366,-2119.605811,651.2342231,-554.5129495,255.8605624,-1878.973464,1359.914347,-591.6002336,82.56224178,578.5354035,-211.4319889,161.3869374,514.9918015,131.0312719,6.881489272,-172.9536169,376.2137922,785.6751231,152.8945755,735.6261877,785.4654734,-238.1764387,-116.5874853,-335.7885172,-610.0368222,1159.929836,325.6554756,-470.5866352,629.2640944,144.0787517,-1222.815678,-7.880065045,581.0870411,249.7352575,-482.0001572,640.5860476
640,3013.219427,-2347.666418,-913.5473674,1120.280183,-289.8543459,29.7879617,-572.0228578,341.0720381,809.1631185,-437.2601888,127.1890918,662.0766138,2409.068938,-776.6353772,630.0180097,257.5155768,778.3380789,781.9030967,472.3089391,289.0200246,580.5442134,-35.65344667,21.13962433,605.2628615,-926.2912579,-454.8543769,588.1248823,405.7356181,-265.7421711,-236.0748395,85.30024422,407.7096608,27.05656176,-81.58077186,-385.8563291,305.6989563,-816.5489162,374.4437339,205.9068217,65.08485979,120.2249942,-484.8035058,63.15651371,109.2449399,270.8792356,188.9638469,232.9883088,120.8383104,228.4276122,121.4006551
641,1966.26937,3468.090905,-307.0008178,-2339.634437,-770.7483804,872.4711032,2.608648355,572.5438582,-1112.216906,-1201.465934,-134.1422569,-391.2865675,85.72269988,-621.4294348,-320.7532369,1015.93874,-1842.700568,-48.64561063,555.1147682,171.3825969,-17.52451278,-1017.408911,1096.41675,-425.2468969,2.401195147,-217.2031099,891.4000933,-99.96047768,-293.0723021,-891.1807245,-994.7694421,-249.2778573,44.16198291,317.1662837,-228.0899176,-980.4750005,-801.7415281,261.5338167,31.45937482,173.5701673,866.279842,453.1795652,-1175.997661,-218.4883247,-1203.625395,741.1342669,703.0353331,1151.163511,-360.3339812,-708.5409234
642,2422.13441,1184.4568,683.3086106,-3298.817116,-400.3209409,1586.002613,-187.0540379,-1206.02031,-104.4621133,-832.1148379,153.1144898,21.59539343,-570.5487762,1239.402813,837.3676906,396.4547379,-107.1700825,-878.1039105,826.1954399,242.774254,-1235.238755,-245.3907766,724.6910312,384.9061498,-803.0128441,-592.1901664,-792.7172458,-277.6212562,356.1602205,-77.67935204,-226.9761972,427.0650939,-783.9725888,321.3013473,206.4328246,-237.7920185,-289.2923177,135.1681155,544.3862999,-25.44689581,-451.9475337,382.2959781,265.2296094,805.7456898,202.8861319,330.1494065,-28.83251698,340.1319673,-451.9139105,-117.3753351
644,1229.783164,-1188.925813,-661.378337,3554.345137,-496.6606437,970.3029693,262.980619,-504.4628587,-1532.38856,275.5824625,447.7106117,816.1331652,-286.2699857,662.5410221,-168.2536016,470.9739225,-287.4957839,-653.4837277,315.1775985,673.3356626,-361.2264985,-564.7893968,36.08672543,258.4152486,291.790706,94.58539288,493.759911,-204.1574726,66.57983829,545.4620985,-525.9009499,-600.6429054,207.6432903,-101.8137155,-1174.444609,-77.91432823,-33.60954168,1099.281885,293.1047109,472.8698441,-529.6829732,-909.1617271,-26.19183532,-1369.257429,-201.5842874,-688.3125286,982.3628859,46.10760424,712.313344,-116.7360483
647,-1874.120308,3829.215518,-336.5448197,593.6471215,2274.563239,-2867.966103,-3002.018908,186.9978225,-660.8088471,-781.2737764,2019.386844,807.8444571,-350.7522901,-430.9316009,-1869.115052,-369.8651836,-151.813754,-141.4721152,1069.314201,577.3652306,980.0891251,756.3566692,348.1522586,-258.2960258,-740.3791874,-306.7936985,-444.2213433,605.3352331,-567.8144454,-216.9823742,-1334.641219,136.7805872,141.2457314,191.7525753,-475.9915701,-84.45118263,-531.6296412,-547.4032055,-503.0466757,703.3070434,-500.1237858,-691.63763,244.5142095,-592.4044836,207.5883442,-255.4578161,577.6053938,1570.904346,16.01031281,514.6210041
649,263.4608655,-401.8995906,-2410.943491,-922.5471625,1902.738881,-2411.395857,530.1669294,1536.119487,1382.740717,-559.2531681,-462.8387544,3456.702151,-18.26864155,-638.3806152,-1242.927269,129.8431897,-503.2025852,-294.5661689,-700.4730968,-253.0737882,147.3022653,-1342.680523,807.3837643,521.5835264,-130.4271577,-1278.698369,-44.27272314,-951.5512068,-516.5526509,-977.264064,202.5327145,502.7587373,-439.9781722,118.3307886,438.2816981,-723.5913441,-89.99506682,617.9511747,-285.2785437,-204.0638754,-37.63377362,867.8950711,703.7946812,189.5382606,-1075.205184,-1010.056674,14.91153744,-53.13547876,384.258503,-488.9910059
651,-1900.235118,1438.382049,-479.0209259,1594.203937,2519.04787,-2165.391602,-1438.171851,2318.216818,-1422.99566,-2001.180234,-868.0557647,-634.6027007,2012.265214,1040.469288,-124.5441981,349.1912323,-143.9071174,724.122889,571.7737022,-399.6406107,-1454.674847,-667.6611479,-319.885613,-283.1027287,828.3069404,-1472.846083,-603.5332775,-415.6411861,-456.4082631,-1319.023718,658.5086229,-697.5049184,490.4566391,-932.9262328,-424.4435563,1227.22217,74.37589704,-253.6295176,492.468066,-291.376142,423.7583212,139.3512938,486.5273978,-64.60240225,-213.1143043,611.0927684,487.1814649,-319.1995441,-773.7320389,-314.9360513
656,-890.8941517,1440.156334,1609.828526,-522.2045129,-2158.971645,-1306.594356,-107.6344373,-1391.403015,101.0438713,478.333147,-806.6602793,408.2959614,1144.141708,1118.648395,122.9693501,-355.628257,24.87527751,-407.2512645,-1756.653929,-1027.102785,-21.58931137,-179.7137702,-857.3219399,-966.0255198,399.5232254,1004.785325,-492.0060816,-289.9917631,-1055.33148,-375.8703503,420.1143275,1240.027135,-713.2782534,-809.9960771,-431.1558351,1016.742453,918.2757582,483.0950107,609.7832471,677.7365172,-492.1212288,-707.2139066,1261.688688,10.95182073,353.9701511,61.54049725,-537.4483155,-100.4085614,-123.9966937,-485.3375832
657,-111.5461831,1795.513647,-1736.709293,-48.65586461,1549.412332,-1201.364252,416.4338672,-492.4126687,-418.6017468,-612.0475041,-1561.365074,-1743.340622,1381.897923,-1054.695849,483.9221066,1678.431557,331.6647607,1109.686156,-2307.134894,616.7099981,-11.40857669,-946.1622265,928.9844419,-933.0347952,1698.660001,-21.78082401,-675.678084,-710.0274166,438.3502725,-542.8059427,2200.264836,332.8909048,251.9614718,-316.7225863,877.327313,-1092.516038,381.6452639,1046.493937,-293.4027426,-862.6027718,-825.8667351,-1060.355712,-1264.718319,51.63211998,-463.7510833,854.3975016,892.523345,428.7080357,-125.015135,391.379808
658,-2737.728545,3443.172168,1422.736926,1264.724929,-328.5747948,-1276.401906,1505.516829,-144.5893144,-260.1749129,-1556.346275,3255.687473,-667.0636171,1482.471203,623.9260118,356.5538018,-1185.397034,-1737.264753,-818.2076986,-519.3220274,-410.7113792,-220.4274892,742.969184,305.8420064,-123.5708149,264.9842531,111.9786302,82.10507942,-420.0092365,-334.359553,-180.193604,-469.1677536,1031.767667,339.0663654,-57.05280543,229.4139628,-555.5916122,887.5554388,756.4765766,463.0316076,-176.9733499,101.2831768,-261.8387867,215.4343296,-227.7817376,-518.4204914,-245.2548589,-198.5217019,-630.6253874,-423.348393,482.8380623
659,2824.77896,3510.818766,994.0591166,964.1297617,1066.236647,-480.0694302,921.5783608,1667.82904,459.3127216,-1243.176547,-1542.780398,-588.7203622,777.6212252,-1894.834836,-372.7954783,-136.5606496,560.9036483,1274.601649,-1138.464528,585.0438628,534.4718272,743.7002945,300.9805281,384.9113546,156.4646598,-341.5262825,519.3310511,1270.987333,802.0882537,580.0756021,842.2493964,1006.668414,423.2593277,-939.416709,1053.498492,158.7059704,654.2563932,-624.3572987,362.3458744,-382.3291762,-367.5636021,-280.4864825,-478.8000713,273.5774322,554.9771036,-451.4787516,280.7451041,424.8342998,121.3922619,-1510.811723
660,3894.637723,3859.14673,-813.4651001,-850.2273177,-585.7326538,367.4098577,1451.925793,-850.2453194,-715.3834457,-1572.260559,-628.0841768,-688.5017053,-473.7424154,-1692.579541,-554.6482527,-1595.287265,-1912.948394,-556.0074571,856.7578343,300.0027478,-547.6801456,-360.3340661,97.70772278,635.4432395,1200.374927,998.8209098,-1364.811607,477.8842725,763.5708121,270.0656327,-217.2698133,-159.6278019,-112.0402831,-1073.262105,-298.6008017,-30.46153704,508.0756593,-558.492789,1012.770146,-381.5833308,-430.8663413,-176.8041835,-18.68201687,-1011.146807,-159.2699748,305.8954805,106.7406269,40.88989494,882.117724,271.7508172
665,6118.875228,1162.411617,-326.3031219,-398.1599178,901.2609923,-2882.977939,-210.9050009,-291.4813883,-267.6562421,543.0630982,498.7359504,602.3471559,-947.5972678,1873.932397,281.023052,968.6940188,803.4506779,688.6572086,-1007.512154,-1058.44086,-904.4822821,216.0982515,-219.3742198,130.2428154,366.35344,776.0647689,-744.5733948,934.4200749,1414.647461,87.37156085,-331.0803684,134.964232,-349.2341348,431.5417497,981.8288206,-45.56132287,898.8781843,836.9901533,170.0709792,79.67023216,-1084.020187,222.8754178,828.605072,-531.7122533,296.9007465,-1118.497964,-998.2093331,-249.0162851,74.3501639,-519.8469286
668,-642.0998739,-2132.709451,-2878.231821,-1525.395579,471.0869268,278.8759405,1931.673419,829.1978076,1929.173144,551.5981423,-19.58234824,703.2609061,-670.1017973,1248.511384,-617.6370198,-1165.490844,-1172.162176,-673.7755418,-238.29494,-281.0892306,265.2427432,-150.9022738,-487.5380972,-269.9170651,155.9023555,170.5995042,-53.95185594,79.27797059,825.6604119,230.9713529,-46.64011047,31.95074429,-162.7353914,516.6704028,-41.88390206,122.0300637,158.5011913,-137.4608812,-22.75788213,-119.1684296,-30.80237692,627.2077109,-339.0971333,-115.8790501,-136.3360066,198.49475,-639.2880051,-297.8955029,44.21670857,-419.094663
727,2770.063722,975.6663999,-1083.003732,-799.0677358,3607.253454,-213.6354112,1158.378714,332.353368,688.8316228,577.621756,-1068.581039,-1676.327413,1953.451868,1804.753075,-93.59061267,-386.8234401,209.6486807,-3.766233821,985.062617,2306.7194,-747.1467537,-261.6099698,1292.325322,789.6697228,-1937.239489,-862.2699897,-1450.588246,-121.0188835,402.798367,-368.5488497,-177.1694375,570.6288048,-1467.125189,-729.8987441,147.400285,-414.0125779,-541.0329479,-291.8974127,910.0796797,43.43577803,-285.0037617,676.7034914,152.6725626,1002.656549,-520.035759,784.1801442,227.8950722,697.1168924,-615.8616077,-144.855609
730,2294.423645,317.4520783,812.6527869,-837.9490536,2700.369002,1428.328476,133.4191455,-687.320365,1577.000663,446.6228184,847.6888262,1551.949688,1776.714524,-1179.713678,-174.0066398,654.4426952,-661.0173585,-757.3255283,-1247.317342,435.6947708,-343.1525317,-1856.635002,-456.3273345,-474.8801818,-475.3257759,149.3347505,738.178921,-119.205178,-263.6389335,-1573.060195,491.45617,-1022.929347,69.02270686,546.4754131,453.1234837,-774.1525544,-489.9767664,669.3285535,51.66871107,482.7239943,137.2228559,231.4029593,582.0201905,-310.3728041,-602.2340704,36.9236282,-78.42543446,-195.8485651,605.2970114,542.1972525
733,-1511.350666,656.9603383,1197.088485,1603.36171,-2128.893996,-1850.921777,367.3001279,-893.4710112,239.8324621,644.2256111,-381.1923531,201.2009985,-467.5221692,-413.0502512,-217.5752911,-468.1985424,-98.46145066,292.2108351,-587.8426265,-200.2142556,-1533.524416,-256.7047664,-205.5387532,-251.7061602,-463.0287862,1351.667721,173.2781859,310.2636694,-332.4574427,1074.015478,315.2100506,251.1065449,1153.210853,513.1116846,8.980305787,-202.8050715,445.4927558,-943.180126,545.8486117,-618.7944599,1905.675473,687.8034182,1213.283957,-1336.471798,571.7239972,-6.475531461,331.9717083,-962.3472102,239.0833455,-187.4051084
734,-798.4117131,-590.8459667,174.911928,-2150.990478,-1399.254953,1467.133872,-854.3803274,900.9078813,-376.7399863,944.1761669,891.6718858,525.6925555,1005.202821,-687.9970256,310.6542824,-372.3995712,534.3866151,455.6285708,705.504079,43.90066777,167.4750082,562.3339315,-1046.771648,-196.8897369,819.8598794,-51.95473442,220.8788091,1005.20498,71.36704499,-132.0677338,-871.0099673,253.0848725,682.7686605,-24.25658702,425.2950839,113.0737167,232.739414,208.3630867,-252.3534079,-313.7711891,76.02524584,471.209463,-105.4678709,161.1760495,-392.9715817,-346.2787095,134.2424883,-802.6113858,311.9045878,348.4897966
739,1967.574563,1365.43971,-1115.869378,-263.579345,-3432.897299,-775.5810889,-2838.22153,-195.4064997,347.1216485,628.459313,861.0252046,-815.4727645,-334.4557424,-95.5840541,111.0176996,-24.24399417,-384.7163382,196.972889,906.6662503,398.9797306,682.6251969,716.4773451,-360.2944302,153.3713167,-1197.486776,696.3457787,28.70382834,-254.6636171,-268.8200643,542.3469283,-1028.531298,-668.461868,-618.4329172,-112.9340558,302.2486103,-525.8404151,-740.7538378,870.619548,803.2570433,-760.6517014,180.5720541,179.0137161,-125.9170575,-70.11757841,133.429407,-156.8884071,176.8813654,174.5967193,456.6430375,578.4985499
746,3222.348559,158.1177897,2629.817661,-367.8410758,1985.977522,1465.319691,705.4347965,98.4883527,1815.326427,-15.55351283,-1.913749523,-73.31238497,-25.39284743,-389.0110961,-772.974239,951.5605089,-42.25563035,-1309.752018,-295.8502542,-1737.684039,-1313.756344,-428.7236928,590.8572715,-716.413372,756.2221377,288.3547187,88.13548833,-311.7286867,168.1636539,4.175517811,-1231.197646,-642.0519084,249.2874363,613.3379598,904.5244646,-145.7398866,699.5049022,235.7679017,-30.89047742,291.3971179,1022.533005,232.2158927,-611.791294,206.7891062,-186.1083548,252.8593915,-647.1538813,627.4409222,-328.3447391,-690.8362326
747,-269.5812119,232.1253996,978.6762797,-2419.939434,-1109.501553,1572.394555,79.26092324,594.7897317,-311.122574,1217.605986,981.3535289,433.3314434,670.9547709,-247.6467293,627.4160135,-443.1380159,451.3308166,680.985278,1529.740046,-48.40564845,123.7952914,-161.0205222,-45.49690025,531.0229044,1328.867021,-669.978062,36.30325941,408.9714837,252.2280641,408.8337673,-1453.700604,404.1782574,134.2889871,486.08923,710.3007764,-321.6608911,-935.2340517,-268.3225086,-177.5375969,503.9212126,234.7095826,477.0159403,696.0469818,353.6917434,-195.5505928,368.2758287,1219.151254,-42.67385165,371.6499153,454.1557653
748,-313.3516894,-2069.701177,-1026.698878,-1417.405572,2162.989471,-1048.68798,-39.66345705,-964.5987872,-1299.99051,826.8102616,904.7551553,-825.6207308,413.7194975,-2558.335361,1080.001842,1699.873152,586.0348436,-767.9446428,-404.403769,113.4605056,-360.3122655,-539.9897547,734.1240415,-234.2985032,656.5224004,744.2810102,512.3192101,-27.59773267,-45.73373089,-280.1667216,-859.3976152,-639.3573463,-333.1386124,8.142020035,657.9771603,-59.85608603,433.3421486,-855.3355249,-451.6887008,-144.5303915,-371.666995,-507.9490618,607.2169294,159.967019,-539.1575546,-271.5672294,689.7410601,46.31926049,-767.17803,1.898969263
754,-605.5688817,-137.3004875,1582.74045,495.5934288,740.7802607,3106.971777,-499.5544244,20.91883228,165.2882255,1069.629601,620.0295867,-267.9570837,496.6442789,824.1228417,-636.4976144,-577.652511,-845.8748673,44.29140732,-648.8193959,1826.476087,96.53881298,-1067.613813,535.7032136,-218.6104978,233.7211519,-56.47098426,549.4278754,127.7924597,-705.0857319,-27.94094971,1864.836486,110.2274799,105.5869572,382.2622921,355.4574241,-481.3731702,-531.3101846,355.1108116,-509.2002192,-728.1458894,-709.8984417,102.8500554,344.9618866,-895.2259382,-342.0136283,-142.6091646,374.499272,385.2653117,-419.6765517,262.3266716
756,-753.0402133,-236.5360072,1478.978553,426.5596296,764.8888886,2939.996617,-602.3704167,86.67084762,147.2964028,1079.503699,583.5174642,-310.274411,474.9768325,821.8427982,-529.6534407,-708.900751,-775.678488,131.63677,-733.2669288,1985.510751,220.689409,-1019.124721,468.8543056,-202.0195073,163.3965536,-78.1490369,392.4022922,209.2836748,-565.4279828,62.17117281,2051.807853,146.4245139,-7.785174658,380.0106069,406.581893,-471.1809061,-473.3776455,355.1881577,-455.1880604,-758.9780316,-720.5780544,183.8847312,253.5207136,-934.3090642,-406.8217196,-160.7382875,223.6922876,347.3458193,-419.9498269,182.0203701
779,-1562.602033,266.9204674,1333.628458,401.7115277,-2260.108971,-1167.456167,615.5714793,-1425.267418,-155.9487427,2155.193532,-2551.111806,-102.1016039,409.6690878,-383.2565785,-594.3715105,-280.1556037,-97.24603705,-79.56610358,-438.5424226,323.7099315,-658.1347652,-30.05835567,748.4510555,27.37717607,851.3328594,-646.2526386,610.6867011,989.8776884,-660.2431081,103.3063585,-289.1332678,-866.3422721,842.5708154,-54.83099645,-131.2200974,187.4412233,223.4182651,217.4340299,-255.3365949,166.377289,34.46182649,117.4379635,431.1370465,122.3311696,-462.53875,543.8014832,-241.6138189,666.0177778,-396.8450951,328.1614759
785,1542.049253,540.0137509,2735.232228,-740.5100121,2441.350622,-1901.027324,-24.78271939,3623.331464,1765.929447,1994.262456,103.5185435,-231.819671,-1571.608506,-1029.253786,1162.415248,671.6044573,861.9855692,-420.405605,-75.60414478,212.0421288,418.940212,393.9937846,442.7982588,-316.0273005,639.2242261,701.817156,431.6897601,-377.8423372,212.1495948,476.512382,-2.924116239,15.10422703,-297.9825778,86.45355252,-508.121143,-105.090227,40.79124066,-1088.314076,-78.1997731,-1135.588398,375.2071578,-328.2972864,177.7309571,-1435.814261,-221.9960612,-223.6013776,-6.193255485,3.466801486,-887.0839966,95.00103075
787,2260.883448,-616.9168374,1846.989044,-761.9466532,3116.730043,546.8640206,-1409.499635,327.4326116,768.6627571,-107.1323617,-638.5561786,726.0316847,1294.678434,262.198746,-629.3806498,10.48858188,-1432.36327,-941.9413768,-1074.242072,-700.2596502,-774.0715104,-499.5747679,629.0344303,-647.1274387,332.988329,467.9990832,785.8592258,-942.9373996,-694.7247995,-3.292902978,-810.4785515,-531.254782,-149.4088205,421.4677775,1292.124253,14.82094042,908.6103138,-637.2107202,-401.6188958,360.8780824,459.216799,440.6706582,-924.625564,196.5901836,-590.2928143,211.5648095,-1783.287081,571.4759815,106.5918379,-113.5243882
789,2771.52626,75.38407935,-244.2504248,-564.7990189,2189.892739,-3752.395304,556.8887543,1317.053127,-434.2642923,-2106.917062,1133.956015,488.2559831,-454.7429778,988.5426576,97.37623816,1553.217743,629.4385062,996.8113318,744.5341347,-1119.327546,2254.608515,-487.2799834,-706.6477601,-350.2636914,99.13000368,619.7475788,1685.579091,-580.8959413,-95.91546807,955.0789891,783.4142076,585.6721778,1010.963857,882.1938821,-23.81688067,-94.85202816,931.2681169,642.5629778,-1432.798524,-1126.293773,-233.5656305,500.4887535,-19.64763264,286.5904205,6.161336673,-0.596101879,-830.9996274,347.7082209,-95.10111493,-94.90777173
791,-2558.046665,2313.305609,-1496.025209,192.4469502,802.5495479,-1090.713847,-955.7231931,-1640.500091,-802.2106118,1242.121279,-2248.052969,-118.3389146,-621.0747728,241.4596279,306.2752959,-166.4334071,-245.2030134,605.1468999,1349.885583,-888.3298268,1692.682602,-412.1424306,805.8680236,-947.283999,-1016.71872,161.8512065,-1524.58185,-673.4709253,-257.2915679,-1107.693577,-780.7967015,3449.672797,419.5627063,247.6678982,532.8403512,48.09069357,685.2919508,683.1142834,-578.682973,-476.0916496,438.1798907,10.96914752,-487.3178668,-704.8256232,896.8510625,-811.6704739,-471.0211228,-130.0177762,245.0377826,1220.082612
798,-202.995796,-670.0815624,135.504439,2433.462931,-1338.153215,-176.5172184,427.0344995,363.2918615,-2430.736483,946.1434071,90.58119515,-252.4287078,-2067.587331,-191.0742781,-42.50185357,-246.1971689,-676.8444638,-1292.401612,-723.2520174,-824.4625834,-1263.839002,-1143.017759,254.1583942,808.8730796,113.0464324,1162.983492,-1207.327359,699.9914526,617.8206305,182.5060904,258.5339311,-245.1680753,-507.9838082,-98.65664199,-821.2278012,-43.38789357,-656.5121473,388.8963094,-306.2047999,453.9378885,857.7333646,-127.2489574,1039.132416,349.1661691,504.7419015,8.605936781,-925.9840586,362.3464587,1400.029612,829.6357054
807,123.6104662,-2451.789818,977.5160088,-936.1862319,2490.154426,-883.8040121,-1413.976164,-721.235068,-2044.971948,234.3663254,484.2262577,-776.5208744,653.9135037,-928.4832691,-221.9779099,-496.7312532,103.5640998,-1178.722452,422.1253165,-694.9023234,-702.373129,146.1393947,-401.6752513,-1562.761315,25.15198878,-501.4295416,-68.68459374,923.5703028,507.1861711,212.6930654,149.3080231,-251.4382535,154.8735129,-121.1835865,955.5974341,-140.0471462,531.5566967,-250.5423078,531.8071847,-671.1910675,932.9180402,-679.2806749,-122.568897,53.67551156,-157.4839093,277.2884982,165.8073044,18.456514,-132.3722224,-270.8841675
808,-1632.950219,35.85832121,-1361.18135,-333.6607473,2713.514451,221.4232593,700.0741453,-203.2184576,-644.9398144,-1270.777002,-1030.208022,-764.6707567,-448.8810913,-650.2603805,749.6517704,-2444.198127,2684.884773,697.1300679,-1322.419152,-310.4741979,164.9646984,1216.489145,1010.145653,-312.331977,-1146.804684,-38.05293303,452.2595023,-389.0617929,-918.9256969,-385.2695197,335.2139893,-515.2855845,-1308.391211,-127.5508283,-1033.727852,105.2780501,-735.2172869,-203.3923283,547.870895,271.0184551,189.6095355,-1251.889373,-283.4103291,-268.0735945,18.2617142,-48.7068348,260.5724368,-156.5958135,531.1358456,753.1932566
818,402.0191236,-1148.481434,1808.709221,-1181.931952,3283.116307,-2003.829754,-1956.930836,2423.974003,-1460.991201,603.2621831,-770.7428265,702.3663418,118.4871514,-386.1670328,756.9167036,-1090.824007,-716.9677401,-591.0881796,-45.66346954,-1232.806723,-769.8321511,97.46539888,-257.7143424,-1376.604365,820.5974866,-509.0632883,-217.2643418,-494.4241072,-699.8611394,-34.65205774,-405.1284103,-184.6274336,-444.7312942,280.8369258,-113.2338631,318.3522886,350.7664651,-48.33043918,501.5899011,-1531.0173,-408.5945611,365.3080989,-236.9307076,-684.8794844,-512.8363764,-210.9869698,224.2353549,-132.0164206,-89.01265986,-580.3288572
819,1031.918289,-747.6733405,-697.604483,3815.60841,-818.6541323,1248.974169,316.3140516,-638.0251385,-2461.673052,-643.4431821,26.89892652,703.2007657,-1193.706149,1002.013732,-606.2121964,333.8324329,230.8781368,455.4391961,-710.5269804,-295.3923867,-15.61872908,184.2258939,438.6771443,-701.4068158,1310.599021,484.2172837,-223.1548022,-54.77402828,1103.211878,544.8052954,-663.9868988,-382.6065308,-322.4088796,-107.7848726,-190.8174868,-1426.016955,228.6475861,50.1971591,10.14976124,-839.5734823,664.1735914,363.7672276,89.4255975,-731.6475959,-251.4794275,-384.3962651,191.1879794,-161.598944,-90.93637014,466.3861194
820,-3489.609802,3673.300716,874.6956722,1560.127461,363.9172063,-1660.77891,840.4006443,-399.3731451,51.7317345,-245.8875118,2853.390656,-169.6130743,300.3542871,-366.2494795,-341.0875882,-309.3477962,329.3454434,-1520.096249,-333.2191843,696.2698889,-180.7860313,639.1702403,-811.4892471,-249.1049132,-253.1716782,-552.9319646,190.1750364,-101.3484691,150.1592009,433.7852155,-431.6146426,623.5915761,897.1320128,-404.6669392,898.563325,455.6438457,267.5857251,-65.49034894,703.2136407,417.937464,-1104.19699,97.9504234,-151.5462785,-174.2837239,-575.7052461,532.3038389,-57.52185491,267.3504262,572.1796711,-29.49279723
823,-612.1565518,1880.957158,1685.391289,-784.221906,-2176.398646,-1214.072897,645.0821946,-1681.254141,746.1638145,506.1061069,-789.8699314,208.4094345,639.8594115,447.3231599,-875.4085239,-247.3418914,-676.9484024,1074.599482,-1594.83695,-564.7060045,-284.5845763,-113.2199271,853.4961215,936.1698924,1262.745883,237.3639256,-685.3166336,112.1228317,-3.122963677,326.6922387,609.4057719,-740.9827805,-1065.337529,-93.07889017,-1082.334098,276.3107804,797.8822587,-195.8736997,-170.5602452,1081.523534,531.2050997,-797.8237034,1697.002967,-83.07770424,92.36633838,-1363.268976,102.5056545,360.8310884,-92.72933915,-477.3164107
824,-1255.078495,1109.624568,1629.278881,-988.2989546,-2313.907674,-459.3495009,458.9029143,-1513.188561,689.7909698,526.6914731,-380.4551657,227.9072018,1452.6956,625.3723329,-929.203783,-220.4387484,32.38593883,458.7447551,-1209.317636,-599.6881624,835.0823207,-49.52948692,1002.394545,555.2978569,1422.05985,-160.8299118,-955.3219532,-631.2340454,-117.4776189,-398.2971755,702.6695854,-511.9990578,-599.5637641,-548.1022354,-528.530383,328.4793845,666.5039373,-576.9558035,-321.9210199,375.0964391,535.2096252,-1149.348868,722.226191,-21.43798261,137.4929005,-201.2203729,74.56856998,1042.678566,-737.1757162,240.8838494
